sim_time,avg_speed,z1,z2,z3,cars_z1,cars_z2,cars_z3,total_cars,q_len_m
5.000,35.00,35.0,35.0,35.0,0,0,0,0,0.00
6.000,35.00,35.0,35.0,35.0,0,0,0,0,0.00
7.000,38.27,39.6,38.0,37.2,1,1,2,4,0.00
8.000,36.77,35.1,38.0,37.2,1,1,2,4,0.00
9.000,34.12,34.5,32.9,35.0,2,2,0,4,0.00
10.000,34.35,33.8,32.0,37.2,3,1,2,6,0.00
11.000,34.83,33.4,34.5,36.6,4,1,2,7,0.00
12.000,34.79,32.8,33.2,38.4,3,2,1,6,0.00
13.000,33.65,32.9,31.6,36.4,3,2,1,6,0.00
14.000,34.00,33.2,31.3,37.5,3,1,2,6,0.00
15.000,34.35,32.7,32.5,37.9,3,1,2,6,0.00
16.000,34.50,32.3,34.6,36.5,4,1,2,7,0.00
17.000,33.25,31.4,32.3,36.0,3,2,1,6,0.00
18.000,33.95,31.4,30.6,39.9,3,2,1,6,0.00
19.000,33.15,31.7,28.9,38.8,4,1,2,7,0.00
20.000,33.33,31.2,30.9,37.8,4,1,2,7,0.00
21.000,33.88,32.1,31.5,38.0,3,2,1,6,0.00
22.000,33.47,31.9,32.4,36.2,3,2,1,6,0.00
23.000,33.18,31.4,30.6,37.5,4,1,2,7,0.00
24.000,33.72,30.9,31.4,38.9,4,1,2,7,0.00
25.000,34.06,30.0,34.3,37.9,4,1,2,7,0.00
26.000,32.77,30.0,31.5,36.8,4,2,1,7,0.00
27.000,32.71,29.8,30.9,37.4,4,2,1,7,0.00
28.000,33.01,29.7,30.7,38.7,4,1,2,7,0.00
29.000,34.04,29.6,33.8,38.7,4,1,2,7,0.00
30.000,33.33,29.4,33.2,37.5,3,2,1,6,0.00
31.000,31.94,27.9,32.8,35.1,4,2,1,7,0.00
32.000,32.51,26.8,31.2,39.5,4,2,1,7,0.00
33.000,31.71,26.0,30.6,38.5,4,1,2,7,0.00
34.000,31.63,26.2,31.7,37.0,5,1,2,8,0.00
35.000,31.38,26.0,31.7,36.4,4,2,1,7,0.00
36.000,30.99,24.7,32.0,36.2,4,2,1,7,0.00
37.000,31.17,25.1,30.5,37.8,4,1,2,7,0.00
38.000,31.46,24.9,33.2,36.3,5,1,2,8,0.00
39.000,29.56,23.9,30.4,34.4,4,2,1,7,0.00
40.000,29.02,23.9,30.0,33.2,4,2,1,7,0.00
41.000,30.68,24.6,30.8,36.7,5,2,1,8,0.00
42.000,30.34,25.3,29.0,36.7,5,1,2,8,0.00
43.000,31.20,25.8,31.8,36.0,5,1,2,8,0.00
44.000,30.77,25.1,30.3,36.9,4,2,1,7,0.00
45.000,31.91,26.4,31.5,37.8,5,2,1,8,0.00
46.000,31.01,24.4,29.8,38.9,5,1,2,8,0.00
47.000,30.53,22.0,33.0,36.6,5,1,2,8,0.00
48.000,28.85,18.9,29.9,37.8,5,2,1,8,0.00
49.000,26.91,17.0,29.8,33.9,6,2,1,9,0.00
50.000,27.54,16.0,30.1,36.5,7,2,1,10,0.00
51.000,27.07,15.6,29.4,36.2,7,1,2,10,0.00
52.000,27.91,14.4,32.6,36.7,8,1,2,11,13.76
53.000,27.17,12.5,30.9,38.1,8,2,1,11,0.00
54.000,24.89,10.1,29.6,35.0,8,3,0,11,8.82
55.000,26.31,12.0,29.7,37.2,9,1,2,12,12.29
56.000,26.14,11.5,30.9,36.0,10,1,2,13,15.78
57.000,26.08,9.5,31.6,37.2,9,2,1,12,18.85
58.000,25.20,9.3,32.2,34.1,10,2,1,13,22.43
59.000,26.73,9.7,30.8,39.6,10,2,1,13,21.58
60.000,26.36,10.0,30.2,38.9,11,1,2,14,13.71
61.000,25.40,10.0,30.6,35.6,11,1,2,14,25.31
62.000,24.39,8.2,27.8,37.2,11,2,1,14,21.16
63.000,22.06,6.2,24.9,35.0,10,3,0,13,23.50
64.000,22.03,6.2,22.1,37.8,11,2,2,15,35.06
65.000,23.30,6.6,26.6,36.7,11,2,2,15,26.88
66.000,23.16,6.1,29.3,34.1,12,2,2,16,32.92
67.000,20.32,6.0,25.4,29.6,13,1,2,16,32.95
68.000,16.73,4.9,21.3,24.0,12,2,1,15,37.10
69.000,19.25,5.3,18.4,34.1,13,2,2,17,75.12
70.000,19.46,4.4,18.7,35.2,12,3,1,16,31.19
71.000,15.28,4.6,14.4,26.8,12,3,2,17,43.83
72.000,15.94,4.4,16.9,26.4,12,3,2,17,44.03
73.000,15.71,4.7,13.6,28.9,13,3,2,18,42.32
74.000,14.17,3.8,11.1,27.6,12,3,3,18,46.56
75.000,12.36,4.1,9.1,23.9,13,2,4,19,50.51
76.000,12.49,3.9,11.5,22.1,13,2,3,18,67.66
77.000,10.21,3.6,13.1,13.9,13,3,2,18,73.09
78.000,10.10,2.9,10.6,16.8,12,4,2,18,62.18
79.000,9.25,3.1,9.4,15.3,12,4,3,19,56.08
80.000,9.41,2.8,9.1,16.3,12,4,3,19,70.82
81.000,9.25,3.5,6.5,17.8,12,4,4,20,69.77
82.000,9.56,3.4,6.3,19.0,11,5,3,19,59.57
83.000,8.97,3.7,4.6,18.6,11,5,5,21,62.73
84.000,9.88,4.2,6.3,19.1,11,7,3,21,62.24
85.000,7.69,4.3,4.6,14.1,10,7,4,21,75.78
86.000,7.82,4.9,3.8,14.8,10,8,3,21,74.33
87.000,7.48,5.3,4.0,13.1,9,9,3,21,75.32
88.000,7.09,5.6,3.3,12.3,10,8,4,22,75.10
89.000,6.62,6.1,2.3,11.5,9,9,4,22,77.81
90.000,7.50,7.0,1.3,14.2,9,9,5,23,64.25
91.000,7.94,7.6,0.4,15.8,8,9,6,23,66.88
92.000,7.86,8.3,0.3,14.9,8,10,5,23,67.29
93.000,7.02,8.6,2.0,10.5,7,11,5,23,65.22
94.000,6.31,8.2,1.6,9.2,8,10,6,24,90.04
95.000,6.92,9.0,2.4,9.4,7,11,6,24,77.72
96.000,7.31,9.7,1.7,10.6,8,10,7,25,71.12
97.000,7.17,10.0,1.3,10.2,7,10,8,25,82.86
98.000,6.47,10.3,1.2,7.9,7,10,8,25,82.82
99.000,5.50,10.0,2.0,4.6,7,10,7,24,76.81
100.000,5.98,10.2,1.9,5.8,6,10,8,24,77.44
101.000,6.24,10.5,2.0,6.3,7,10,8,25,79.77
102.000,5.75,10.7,1.5,5.1,6,10,8,24,72.37
103.000,5.28,10.8,1.5,3.5,6,11,7,24,76.69
104.000,4.97,10.5,0.8,3.6,6,10,9,25,68.93
105.000,5.31,10.4,1.1,4.4,6,10,10,26,71.71
106.000,5.05,10.8,0.8,3.5,6,9,11,26,83.63
107.000,5.29,11.3,1.2,3.3,6,9,12,27,83.33
108.000,5.51,11.7,1.9,3.0,5,9,11,25,70.71
109.000,5.14,11.8,1.9,1.7,6,8,13,27,90.68
110.000,5.59,11.8,2.6,2.3,5,8,14,27,82.56
111.000,5.17,11.5,2.3,1.7,6,7,14,27,86.28
112.000,5.45,12.4,3.2,0.8,5,7,14,26,88.94
113.000,5.44,12.4,2.9,1.1,6,6,15,27,92.05
114.000,5.65,12.7,2.4,1.8,6,5,17,28,91.89
115.000,5.90,13.0,3.3,1.4,6,5,17,28,84.08
116.000,5.86,13.2,4.1,0.3,5,6,13,24,79.87
117.000,5.63,12.1,3.6,1.1,6,5,17,28,82.25
118.000,6.07,12.3,4.7,1.2,5,5,17,27,82.25
119.000,5.77,12.1,4.5,0.7,6,4,17,27,84.17
120.000,6.23,12.7,5.6,0.3,5,4,17,26,86.63
121.000,6.13,12.6,5.2,0.5,6,3,18,27,97.93
122.000,6.89,13.1,7.0,0.6,5,3,18,26,89.78
123.000,6.50,12.9,5.7,0.9,6,3,17,26,73.97
124.000,7.23,13.2,7.4,1.0,5,3,17,25,78.79
125.000,7.13,12.8,8.1,0.5,5,4,10,19,38.87
